instant;dteday;season;year;month;hours;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
6434;30/09/2011;Winter;2011;Sep;15;0;Friday;Clear;26.240.000.000.000.000;31.06;50.0;190.012;52;193;245;weekdays;Ideal
6435;30/09/2011;Winter;2011;Sep;16;0;Friday;Clear;25.419.999.999.999.900;31.06;53.0;15.001.299.999.999.900;62;298;360;weekdays;Ideal
6436;30/09/2011;Winter;2011;Sep;17;0;Friday;Clear;25.419.999.999.999.900;31.06;53.0;12.998.000.000.000.000;94;497;591;weekdays;Ideal
6437;30/09/2011;Winter;2011;Sep;18;0;Friday;Clear;23.779.999.999.999.900;27.275;49.0;239.994;62;449;511;weekdays;Ideal
6438;30/09/2011;Winter;2011;Sep;19;0;Friday;Clear;22.14;25.759.999.999.999.900;52.0;190.012;42;332;374;weekdays;Ideal
6439;30/09/2011;Winter;2011;Sep;20;0;Friday;Clear;22.14;25.759.999.999.999.900;52.0;190.012;28;202;230;weekdays;Ideal
6440;30/09/2011;Winter;2011;Sep;21;0;Friday;Clear;21.32;25.0;5.500.000.000.000.000;12.998.000.000.000.000;27;179;206;weekdays;Ideal
6441;30/09/2011;Winter;2011;Sep;22;0;Friday;Clear;21.32;25.0;5.500.000.000.000.000;220.028;30;129;159;weekdays;Ideal
6442;30/09/2011;Winter;2011;Sep;23;0;Friday;Clear;21.32;25.0;5.500.000.000.000.000;220.028;23;109;132;weekdays;Ideal
6443;01/10/2011;Winter;2011;Oct;0;0;Saturday;Clear;20.5;24.240.000.000.000.000;63.0;260.027;24;106;130;weekend;Ideal
6444;01/10/2011;Winter;2011;Oct;1;0;Saturday;Clear;19.68;23.485;67.0;220.028;11;47;58;weekend;Lembab
6445;01/10/2011;Winter;2011;Oct;2;0;Saturday;Clear;18.86;22.725;63.0;27.999.299.999.999.900;21;46;67;weekend;Ideal
6446;01/10/2011;Winter;2011;Oct;3;0;Saturday;Clear;18.86;22.725;59.0;27.999.299.999.999.900;8;17;25;weekend;Ideal
6447;01/10/2011;Winter;2011;Oct;4;0;Saturday;Clear;18.04;21.97;5.799.999.999.999.990;27.999.299.999.999.900;2;6;8;weekend;Ideal
6448;01/10/2011;Winter;2011;Oct;5;0;Saturday;Misty;18.04;21.97;62.0;19.999.499.999.999.900;1;4;5;weekend;Ideal
6449;01/10/2011;Winter;2011;Oct;6;0;Saturday;Clear;17.22;21.21;67.0;220.028;4;15;19;weekend;Lembab
6450;01/10/2011;Winter;2011;Oct;7;0;Saturday;Light_Rainsnow;17.22;21.21;67.0;16.997.899.999.999.900;6;30;36;weekend;Lembab
6451;01/10/2011;Winter;2011;Oct;8;0;Saturday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;76.0;220.028;9;58;67;weekend;Lembab
6452;01/10/2011;Winter;2011;Oct;9;0;Saturday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;82.0;239.994;17;112;129;weekend;Lembab
6453;01/10/2011;Winter;2011;Oct;10;0;Saturday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;76.0;239.994;21;100;121;weekend;Lembab
6454;01/10/2011;Winter;2011;Oct;11;0;Saturday;Light_Rainsnow;15.58;19.695;82.0;220.028;30;102;132;weekend;Lembab
6455;01/10/2011;Winter;2011;Oct;12;0;Saturday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;82.0;16.997.899.999.999.900;28;130;158;weekend;Lembab
6456;01/10/2011;Winter;2011;Oct;13;0;Saturday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;82.0;220.028;27;98;125;weekend;Lembab
6457;01/10/2011;Winter;2011;Oct;14;0;Saturday;Misty;17.22;21.21;71.0;239.994;33;147;180;weekend;Lembab
6458;01/10/2011;Winter;2011;Oct;15;0;Saturday;Misty;17.22;21.21;71.0;190.012;41;154;195;weekend;Lembab
6459;01/10/2011;Winter;2011;Oct;16;0;Saturday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;76.0;19.999.499.999.999.900;58;165;223;weekend;Lembab
6460;01/10/2011;Winter;2011;Oct;17;0;Saturday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;76.0;12.998.000.000.000.000;58;170;228;weekend;Lembab
6461;01/10/2011;Winter;2011;Oct;18;0;Saturday;Light_Rainsnow;15.58;19.695;87.0;15.001.299.999.999.900;23;117;140;weekend;Lembab
6462;01/10/2011;Winter;2011;Oct;19;0;Saturday;Misty;15.58;19.695;82.0;12.998.000.000.000.000;27;99;126;weekend;Lembab
6463;01/10/2011;Winter;2011;Oct;20;0;Saturday;Light_Rainsnow;14.76;18.18;87.0;70.015;8;58;66;weekend;Lembab
6464;01/10/2011;Winter;2011;Oct;21;0;Saturday;Light_Rainsnow;14.76;18.18;87.0;70.015;3;53;56;weekend;Lembab
6465;01/10/2011;Winter;2011;Oct;22;0;Saturday;Misty;14.76;17.424.999.999.999.900;93.0;15.001.299.999.999.900;12;58;70;weekend;Lembab
6466;01/10/2011;Winter;2011;Oct;23;0;Saturday;Light_Rainsnow;14.76;17.424.999.999.999.900;93.0;15.001.299.999.999.900;8;57;65;weekend;Lembab
6467;02/10/2011;Winter;2011;Oct;0;0;Sunday;Light_Rainsnow;14.76;16.665;93.0;19.999.499.999.999.900;4;43;47;weekend;Lembab
6468;02/10/2011;Winter;2011;Oct;1;0;Sunday;Light_Rainsnow;13.940.000.000.000.000;15.909.999.999.999.900;87.0;16.997.899.999.999.900;1;23;24;weekend;Lembab
6469;02/10/2011;Winter;2011;Oct;2;0;Sunday;Light_Rainsnow;13.940.000.000.000.000;15.15;87.0;19.999.499.999.999.900;3;27;30;weekend;Lembab
6470;02/10/2011;Winter;2011;Oct;3;0;Sunday;Light_Rainsnow;13.940.000.000.000.000;15.909.999.999.999.900;87.0;190.012;4;5;9;weekend;Lembab
6471;02/10/2011;Winter;2011;Oct;4;0;Sunday;Misty;13.940.000.000.000.000;15.909.999.999.999.900;87.0;16.997.899.999.999.900;4;3;7;weekend;Lembab
6472;02/10/2011;Winter;2011;Oct;5;0;Sunday;Clear;13.120.000.000.000.000;15.15;87.0;190.012;0;7;7;weekend;Lembab
6473;02/10/2011;Winter;2011;Oct;6;0;Sunday;Clear;13.120.000.000.000.000;15.909.999.999.999.900;81.0;110.014;2;13;15;weekend;Lembab
6474;02/10/2011;Winter;2011;Oct;7;0;Sunday;Clear;13.940.000.000.000.000;16.665;76.0;12.998.000.000.000.000;5;24;29;weekend;Lembab
6475;02/10/2011;Winter;2011;Oct;8;0;Sunday;Misty;13.940.000.000.000.000;16.665;76.0;12.998.000.000.000.000;14;50;64;weekend;Lembab
6476;02/10/2011;Winter;2011;Oct;9;0;Sunday;Clear;14.76;16.665;76.0;239.994;19;96;115;weekend;Lembab
6477;02/10/2011;Winter;2011;Oct;10;0;Sunday;Misty;14.76;16.665;71.0;190.012;60;188;248;weekend;Lembab
6478;02/10/2011;Winter;2011;Oct;11;0;Sunday;Misty;15.58;19.695;66.0;16.997.899.999.999.900;74;218;292;weekend;Lembab
6479;02/10/2011;Winter;2011;Oct;12;0;Sunday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;62.0;12.998.000.000.000.000;78;243;321;weekend;Ideal
6480;02/10/2011;Winter;2011;Oct;13;0;Sunday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;62.0;15.001.299.999.999.900;84;224;308;weekend;Ideal
6481;02/10/2011;Winter;2011;Oct;14;0;Sunday;Light_Rainsnow;14.76;17.424.999.999.999.900;81.0;110.014;61;195;256;weekend;Lembab
6482;02/10/2011;Winter;2011;Oct;15;0;Sunday;Light_Rainsnow;14.76;16.665;81.0;16.997.899.999.999.900;29;144;173;weekend;Lembab
6483;02/10/2011;Winter;2011;Oct;16;0;Sunday;Light_Rainsnow;14.76;17.424.999.999.999.900;87.0;12.998.000.000.000.000;44;162;206;weekend;Lembab
6484;02/10/2011;Winter;2011;Oct;17;0;Sunday;Light_Rainsnow;14.76;17.424.999.999.999.900;87.0;110.014;32;135;167;weekend;Lembab
6485;02/10/2011;Winter;2011;Oct;18;0;Sunday;Misty;14.76;17.424.999.999.999.900;81.0;12.998.000.000.000.000;16;158;174;weekend;Lembab
6486;02/10/2011;Winter;2011;Oct;19;0;Sunday;Misty;15.58;19.695;76.0;110.014;34;128;162;weekend;Lembab
6487;02/10/2011;Winter;2011;Oct;20;0;Sunday;Misty;14.76;16.665;76.0;16.997.899.999.999.900;16;71;87;weekend;Lembab
6488;02/10/2011;Winter;2011;Oct;21;0;Sunday;Clear;14.76;17.424.999.999.999.900;71.0;15.001.299.999.999.900;17;71;88;weekend;Lembab
6489;02/10/2011;Winter;2011;Oct;22;0;Sunday;Light_Rainsnow;14.76;18.18;81.0;60.032;9;55;64;weekend;Lembab
6490;02/10/2011;Winter;2011;Oct;23;0;Sunday;Clear;14.76;18.18;81.0;60.032;6;19;25;weekend;Lembab
6491;03/10/2011;Winter;2011;Oct;0;0;Monday;Clear;13.940.000.000.000.000;17.424.999.999.999.900;87.0;70.015;3;13;16;weekdays;Lembab
6492;03/10/2011;Winter;2011;Oct;1;0;Monday;Clear;14.76;18.18;81.0;60.032;1;5;6;weekdays;Lembab
6493;03/10/2011;Winter;2011;Oct;2;0;Monday;Clear;14.76;18.18;76.0;70.015;0;4;4;weekdays;Lembab
6494;03/10/2011;Winter;2011;Oct;3;0;Monday;Clear;14.76;18.94;81.0;0.0;1;6;7;weekdays;Lembab
6495;03/10/2011;Winter;2011;Oct;4;0;Monday;Clear;13.940.000.000.000.000;17.424.999.999.999.900;87.0;70.015;2;6;8;weekdays;Lembab
6496;03/10/2011;Winter;2011;Oct;5;0;Monday;Misty;14.76;18.18;76.0;70.015;4;17;21;weekdays;Lembab
6497;03/10/2011;Winter;2011;Oct;6;0;Monday;Misty;14.76;18.94;71.0;0.0;3;91;94;weekdays;Lembab
6498;03/10/2011;Winter;2011;Oct;7;0;Monday;Misty;14.76;17.424.999.999.999.900;71.0;89.981;8;241;249;weekdays;Lembab
6499;03/10/2011;Winter;2011;Oct;8;0;Monday;Misty;14.76;18.18;71.0;70.015;13;359;372;weekdays;Lembab
6500;03/10/2011;Winter;2011;Oct;9;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;66.0;60.032;12;141;153;weekdays;Lembab
6501;03/10/2011;Winter;2011;Oct;10;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;66.0;70.015;19;82;101;weekdays;Lembab
6502;03/10/2011;Winter;2011;Oct;11;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;71.0;15.001.299.999.999.900;26;100;126;weekdays;Lembab
6503;03/10/2011;Winter;2011;Oct;12;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;71.0;89.981;29;118;147;weekdays;Lembab
6504;03/10/2011;Winter;2011;Oct;13;0;Monday;Light_Rainsnow;17.22;21.21;67.0;110.014;16;102;118;weekdays;Lembab
6505;03/10/2011;Winter;2011;Oct;14;0;Monday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;76.0;0.0;26;94;120;weekdays;Lembab
6506;03/10/2011;Winter;2011;Oct;15;0;Monday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;76.0;0.0;22;79;101;weekdays;Lembab
6507;03/10/2011;Winter;2011;Oct;16;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;76.0;70.015;16;202;218;weekdays;Lembab
6508;03/10/2011;Winter;2011;Oct;17;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;76.0;110.014;40;455;495;weekdays;Lembab
6509;03/10/2011;Winter;2011;Oct;18;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;76.0;110.014;28;384;412;weekdays;Lembab
6510;03/10/2011;Winter;2011;Oct;19;0;Monday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;76.0;0.0;15;300;315;weekdays;Lembab
6511;03/10/2011;Winter;2011;Oct;20;0;Monday;Light_Rainsnow;16.400.000.000.000.000;20.455.000.000.000.000;82.0;0.0;13;191;204;weekdays;Lembab
6512;03/10/2011;Winter;2011;Oct;21;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;82.0;0.0;10;128;138;weekdays;Lembab
6513;03/10/2011;Winter;2011;Oct;22;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;82.0;0.0;12;79;91;weekdays;Lembab
6514;03/10/2011;Winter;2011;Oct;23;0;Monday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;82.0;70.015;11;43;54;weekdays;Lembab
6515;04/10/2011;Winter;2011;Oct;0;0;Tuesday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;87.0;60.032;5;22;27;weekdays;Lembab
6516;04/10/2011;Winter;2011;Oct;1;0;Tuesday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;87.0;70.015;1;8;9;weekdays;Lembab
6517;04/10/2011;Winter;2011;Oct;2;0;Tuesday;Misty;16.400.000.000.000.000;20.455.000.000.000.000;87.0;0.0;1;2;3;weekdays;Lembab
6518;04/10/2011;Winter;2011;Oct;3;0;Tuesday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;82.0;70.015;3;3;6;weekdays;Lembab
6519;04/10/2011;Winter;2011;Oct;4;0;Tuesday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;82.0;60.032;3;4;7;weekdays;Lembab
6520;04/10/2011;Winter;2011;Oct;5;0;Tuesday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;82.0;89.981;2;25;27;weekdays;Lembab
6521;04/10/2011;Winter;2011;Oct;6;0;Tuesday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;82.0;70.015;3;109;112;weekdays;Lembab
6522;04/10/2011;Winter;2011;Oct;7;0;Tuesday;Clear;17.22;21.21;82.0;190.012;11;298;309;weekdays;Lembab
6523;04/10/2011;Winter;2011;Oct;8;0;Tuesday;Clear;18.04;21.97;77.0;15.001.299.999.999.900;28;372;400;weekdays;Lembab
6524;04/10/2011;Winter;2011;Oct;9;0;Tuesday;Clear;18.86;22.725;67.0;16.997.899.999.999.900;19;168;187;weekdays;Lembab
6525;04/10/2011;Winter;2011;Oct;10;0;Tuesday;Clear;19.68;23.485;67.0;190.012;19;107;126;weekdays;Lembab
6526;04/10/2011;Winter;2011;Oct;11;0;Tuesday;Clear;22.14;25.759.999.999.999.900;64.0;190.012;22;102;124;weekdays;Ideal
6527;04/10/2011;Winter;2011;Oct;12;0;Tuesday;Clear;22.96;26.515;5.600.000.000.000.000;19.999.499.999.999.900;39;160;199;weekdays;Ideal
6528;04/10/2011;Winter;2011;Oct;13;0;Tuesday;Clear;22.96;26.515;5.600.000.000.000.000;19.999.499.999.999.900;20;153;173;weekdays;Ideal
6529;04/10/2011;Winter;2011;Oct;14;0;Tuesday;Clear;23.779.999.999.999.900;27.275;53.0;16.997.899.999.999.900;27;156;183;weekdays;Ideal
6530;04/10/2011;Winter;2011;Oct;15;0;Tuesday;Clear;23.779.999.999.999.900;27.275;5.600.000.000.000.000;190.012;28;166;194;weekdays;Ideal
6531;04/10/2011;Winter;2011;Oct;16;0;Tuesday;Clear;23.779.999.999.999.900;27.275;5.600.000.000.000.000;220.028;36;273;309;weekdays;Ideal
6532;04/10/2011;Winter;2011;Oct;17;0;Tuesday;Clear;22.96;26.515;60.0;260.027;55;530;585;weekdays;Ideal
6533;04/10/2011;Winter;2011;Oct;18;0;Tuesday;Clear;22.14;25.759.999.999.999.900;64.0;190.012;68;456;524;weekdays;Ideal
6534;04/10/2011;Winter;2011;Oct;19;0;Tuesday;Clear;21.32;25.0;68.0;15.001.299.999.999.900;35;310;345;weekdays;Lembab
6535;04/10/2011;Winter;2011;Oct;20;0;Tuesday;Clear;21.32;25.0;68.0;15.001.299.999.999.900;25;236;261;weekdays;Lembab
6536;04/10/2011;Winter;2011;Oct;21;0;Tuesday;Clear;20.5;24.240.000.000.000.000;72.0;89.981;22;144;166;weekdays;Lembab
6537;04/10/2011;Winter;2011;Oct;22;0;Tuesday;Clear;20.5;24.240.000.000.000.000;72.0;89.981;8;106;114;weekdays;Lembab
6538;04/10/2011;Winter;2011;Oct;23;0;Tuesday;Clear;19.68;23.485;77.0;89.981;6;60;66;weekdays;Lembab
6539;05/10/2011;Winter;2011;Oct;0;0;Wednesday;Clear;19.68;23.485;77.0;89.981;7;36;43;weekdays;Lembab
6540;05/10/2011;Winter;2011;Oct;1;0;Wednesday;Clear;19.68;23.485;77.0;110.014;4;7;11;weekdays;Lembab
6541;05/10/2011;Winter;2011;Oct;2;0;Wednesday;Clear;18.86;22.725;82.0;110.014;1;2;3;weekdays;Lembab
6542;05/10/2011;Winter;2011;Oct;3;0;Wednesday;Clear;18.86;22.725;82.0;70.015;1;5;6;weekdays;Lembab
6543;05/10/2011;Winter;2011;Oct;4;0;Wednesday;Clear;18.04;21.97;88.0;0.0;1;4;5;weekdays;Lembab
6544;05/10/2011;Winter;2011;Oct;5;0;Wednesday;Clear;18.04;21.97;82.0;89.981;3;29;32;weekdays;Lembab
6545;05/10/2011;Winter;2011;Oct;6;0;Wednesday;Clear;18.04;21.97;82.0;70.015;5;112;117;weekdays;Lembab
6546;05/10/2011;Winter;2011;Oct;7;0;Wednesday;Clear;18.86;22.725;77.0;70.015;9;292;301;weekdays;Lembab
6547;05/10/2011;Winter;2011;Oct;8;0;Wednesday;Clear;21.32;25.0;63.0;0.0;26;441;467;weekdays;Ideal
6548;05/10/2011;Winter;2011;Oct;9;0;Wednesday;Clear;22.14;25.759.999.999.999.900;60.0;19.999.499.999.999.900;32;187;219;weekdays;Ideal
6549;05/10/2011;Winter;2011;Oct;10;0;Wednesday;Clear;22.96;26.515;5.600.000.000.000.000;260.027;30;103;133;weekdays;Ideal
6550;05/10/2011;Winter;2011;Oct;11;0;Wednesday;Clear;24.599.999.999.999.900;31.06;46.0;190.012;32;138;170;weekdays;Ideal
6551;05/10/2011;Winter;2011;Oct;12;0;Wednesday;Clear;25.419.999.999.999.900;31.06;43.0;220.028;34;180;214;weekdays;Kering
6552;05/10/2011;Winter;2011;Oct;13;0;Wednesday;Clear;26.240.000.000.000.000;31.06;41.0;15.001.299.999.999.900;30;189;219;weekdays;Kering
6553;05/10/2011;Winter;2011;Oct;14;0;Wednesday;Clear;26.240.000.000.000.000;31.06;41.0;190.012;34;156;190;weekdays;Kering
6554;05/10/2011;Winter;2011;Oct;15;0;Wednesday;Clear;26.240.000.000.000.000;31.06;47.0;190.012;35;147;182;weekdays;Ideal
6555;05/10/2011;Winter;2011;Oct;16;0;Wednesday;Clear;26.240.000.000.000.000;31.06;47.0;220.028;37;245;282;weekdays;Ideal
6556;05/10/2011;Winter;2011;Oct;17;0;Wednesday;Clear;26.240.000.000.000.000;31.06;47.0;16.997.899.999.999.900;66;525;591;weekdays;Ideal
6557;05/10/2011;Winter;2011;Oct;18;0;Wednesday;Clear;24.599.999.999.999.900;31.06;53.0;110.014;57;536;593;weekdays;Ideal
6558;05/10/2011;Winter;2011;Oct;19;0;Wednesday;Clear;23.779.999.999.999.900;27.275;5.600.000.000.000.000;89.981;40;334;374;weekdays;Ideal
6559;05/10/2011;Winter;2011;Oct;20;0;Wednesday;Clear;21.32;25.0;77.0;110.014;18;228;246;weekdays;Lembab
6560;05/10/2011;Winter;2011;Oct;21;0;Wednesday;Clear;20.5;24.240.000.000.000.000;82.0;70.015;28;173;201;weekdays;Lembab
6561;05/10/2011;Winter;2011;Oct;22;0;Wednesday;Clear;21.32;25.0;72.0;0.0;20;134;154;weekdays;Lembab
6562;05/10/2011;Winter;2011;Oct;23;0;Wednesday;Clear;20.5;24.240.000.000.000.000;77.0;70.015;9;64;73;weekdays;Lembab
6563;06/10/2011;Winter;2011;Oct;0;0;Thrusday;Clear;20.5;24.240.000.000.000.000;72.0;12.998.000.000.000.000;6;34;40;weekdays;Lembab
6564;06/10/2011;Winter;2011;Oct;1;0;Thrusday;Clear;19.68;23.485;63.0;12.998.000.000.000.000;5;17;22;weekdays;Ideal
6565;06/10/2011;Winter;2011;Oct;2;0;Thrusday;Clear;18.86;22.725;67.0;12.998.000.000.000.000;2;8;10;weekdays;Lembab
6566;06/10/2011;Winter;2011;Oct;3;0;Thrusday;Clear;18.04;21.97;67.0;15.001.299.999.999.900;1;4;5;weekdays;Lembab
6567;06/10/2011;Winter;2011;Oct;4;0;Thrusday;Clear;18.04;21.97;62.0;190.012;0;5;5;weekdays;Ideal
6568;06/10/2011;Winter;2011;Oct;5;0;Thrusday;Clear;17.22;21.21;62.0;12.998.000.000.000.000;0;24;24;weekdays;Ideal
6569;06/10/2011;Winter;2011;Oct;6;0;Thrusday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;66.0;12.998.000.000.000.000;4;110;114;weekdays;Lembab
6570;06/10/2011;Winter;2011;Oct;7;0;Thrusday;Clear;17.22;21.21;62.0;12.998.000.000.000.000;15;287;302;weekdays;Ideal
6571;06/10/2011;Winter;2011;Oct;8;0;Thrusday;Clear;18.04;21.97;62.0;110.014;20;437;457;weekdays;Ideal
6572;06/10/2011;Winter;2011;Oct;9;0;Thrusday;Clear;18.86;22.725;63.0;12.998.000.000.000.000;20;188;208;weekdays;Ideal
6573;06/10/2011;Winter;2011;Oct;10;0;Thrusday;Clear;21.32;25.0;52.0;0.0;24;105;129;weekdays;Ideal
6574;06/10/2011;Winter;2011;Oct;11;0;Thrusday;Clear;22.14;25.759.999.999.999.900;49.0;0.0;29;115;144;weekdays;Ideal
6575;06/10/2011;Winter;2011;Oct;12;0;Thrusday;Clear;22.96;26.515;49.0;60.032;46;180;226;weekdays;Ideal
6576;06/10/2011;Winter;2011;Oct;13;0;Thrusday;Clear;22.96;26.515;46.0;60.032;33;158;191;weekdays;Ideal
6577;06/10/2011;Winter;2011;Oct;14;0;Thrusday;Clear;23.779.999.999.999.900;27.275;43.0;60.032;56;139;195;weekdays;Kering
6578;06/10/2011;Winter;2011;Oct;15;0;Thrusday;Clear;23.779.999.999.999.900;27.275;46.0;89.981;62;157;219;weekdays;Ideal
6579;06/10/2011;Winter;2011;Oct;16;0;Thrusday;Clear;23.779.999.999.999.900;27.275;49.0;12.998.000.000.000.000;51;272;323;weekdays;Ideal
6580;06/10/2011;Winter;2011;Oct;17;0;Thrusday;Clear;22.96;26.515;52.0;89.981;63;505;568;weekdays;Ideal
6581;06/10/2011;Winter;2011;Oct;18;0;Thrusday;Clear;22.14;25.759.999.999.999.900;64.0;60.032;59;479;538;weekdays;Ideal
6582;06/10/2011;Winter;2011;Oct;19;0;Thrusday;Clear;21.32;25.0;59.0;70.015;38;305;343;weekdays;Ideal
6583;06/10/2011;Winter;2011;Oct;20;0;Thrusday;Clear;20.5;24.240.000.000.000.000;77.0;70.015;29;231;260;weekdays;Lembab
6584;06/10/2011;Winter;2011;Oct;21;0;Thrusday;Clear;18.86;22.725;88.0;60.032;34;161;195;weekdays;Lembab
6585;06/10/2011;Winter;2011;Oct;22;0;Thrusday;Clear;18.86;22.725;82.0;0.0;24;124;148;weekdays;Lembab
6586;06/10/2011;Winter;2011;Oct;23;0;Thrusday;Clear;18.04;21.97;88.0;60.032;18;81;99;weekdays;Lembab
6587;07/10/2011;Winter;2011;Oct;0;0;Friday;Clear;18.04;21.97;88.0;0.0;19;48;67;weekdays;Lembab
6588;07/10/2011;Winter;2011;Oct;1;0;Friday;Clear;18.04;21.97;88.0;0.0;3;25;28;weekdays;Lembab
6589;07/10/2011;Winter;2011;Oct;2;0;Friday;Clear;17.22;21.21;88.0;0.0;0;5;5;weekdays;Lembab
6590;07/10/2011;Winter;2011;Oct;3;0;Friday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;87.0;0.0;1;9;10;weekdays;Lembab
6591;07/10/2011;Winter;2011;Oct;4;0;Friday;Clear;16.400.000.000.000.000;20.455.000.000.000.000;87.0;70.015;0;5;5;weekdays;Lembab
6592;07/10/2011;Winter;2011;Oct;5;0;Friday;Clear;17.22;21.21;82.0;0.0;3;24;27;weekdays;Lembab
6593;07/10/2011;Winter;2011;Oct;6;0;Friday;Clear;17.22;21.21;88.0;0.0;3;84;87;weekdays;Lembab
6594;07/10/2011;Winter;2011;Oct;7;0;Friday;Clear;17.22;21.21;94.0;0.0;5;237;242;weekdays;Lembab
6595;07/10/2011;Winter;2011;Oct;8;0;Friday;Clear;18.86;22.725;82.0;0.0;31;386;417;weekdays;Lembab
6596;07/10/2011;Winter;2011;Oct;9;0;Friday;Clear;19.68;23.485;77.0;0.0;34;207;241;weekdays;Lembab
6597;07/10/2011;Winter;2011;Oct;10;0;Friday;Clear;21.32;25.0;68.0;60.032;48;126;174;weekdays;Lembab
6598;07/10/2011;Winter;2011;Oct;11;0;Friday;Clear;22.96;26.515;63.0;0.0;80;150;230;weekdays;Ideal
6599;07/10/2011;Winter;2011;Oct;12;0;Friday;Clear;24.599.999.999.999.900;31.06;53.0;0.0;61;174;235;weekdays;Ideal
6600;07/10/2011;Winter;2011;Oct;13;0;Friday;Clear;24.599.999.999.999.900;31.06;46.0;0.0;95;210;305;weekdays;Ideal
6601;07/10/2011;Winter;2011;Oct;14;0;Friday;Clear;25.419.999.999.999.900;31.06;50.0;0.0;77;179;256;weekdays;Ideal
6602;07/10/2011;Winter;2011;Oct;15;0;Friday;Clear;27.060.000.000.000.000;31.06;41.0;0.0;68;202;270;weekdays;Kering
6603;07/10/2011;Winter;2011;Oct;16;0;Friday;Clear;26.240.000.000.000.000;31.06;44.0;0.0;73;346;419;weekdays;Kering
6604;07/10/2011;Winter;2011;Oct;17;0;Friday;Clear;24.599.999.999.999.900;31.06;5.600.000.000.000.000;16.997.899.999.999.900;101;462;563;weekdays;Ideal
6605;07/10/2011;Winter;2011;Oct;18;0;Friday;Clear;22.96;26.515;60.0;60.032;94;371;465;weekdays;Ideal
6606;07/10/2011;Winter;2011;Oct;19;0;Friday;Clear;22.96;26.515;52.0;0.0;51;243;294;weekdays;Ideal
6607;07/10/2011;Winter;2011;Oct;20;0;Friday;Clear;22.14;25.759.999.999.999.900;49.0;0.0;30;167;197;weekdays;Ideal
6608;07/10/2011;Winter;2011;Oct;21;0;Friday;Clear;20.5;24.240.000.000.000.000;68.0;0.0;22;144;166;weekdays;Lembab
6609;07/10/2011;Winter;2011;Oct;22;0;Friday;Clear;20.5;24.240.000.000.000.000;68.0;0.0;27;119;146;weekdays;Lembab
6610;07/10/2011;Winter;2011;Oct;23;0;Friday;Clear;20.5;24.240.000.000.000.000;63.0;0.0;23;113;136;weekdays;Ideal
6611;08/10/2011;Winter;2011;Oct;0;0;Saturday;Clear;19.68;23.485;72.0;0.0;17;72;89;weekend;Lembab
6612;08/10/2011;Winter;2011;Oct;1;0;Saturday;Clear;18.86;22.725;82.0;0.0;14;51;65;weekend;Lembab
6613;08/10/2011;Winter;2011;Oct;2;0;Saturday;Clear;18.86;22.725;82.0;0.0;4;41;45;weekend;Lembab
6614;08/10/2011;Winter;2011;Oct;3;0;Saturday;Clear;18.04;21.97;88.0;0.0;4;16;20;weekend;Lembab
6615;08/10/2011;Winter;2011;Oct;4;0;Saturday;Clear;17.22;21.21;94.0;89.981;3;7;10;weekend;Lembab
6616;08/10/2011;Winter;2011;Oct;5;0;Saturday;Clear;17.22;21.21;88.0;70.015;1;7;8;weekend;Lembab
6617;08/10/2011;Winter;2011;Oct;6;0;Saturday;Clear;17.22;21.21;94.0;0.0;6;16;22;weekend;Lembab
6618;08/10/2011;Winter;2011;Oct;7;0;Saturday;Clear;17.22;21.21;94.0;60.032;27;46;73;weekend;Lembab
6619;08/10/2011;Winter;2011;Oct;8;0;Saturday;Clear;18.86;22.725;82.0;0.0;14;89;103;weekend;Lembab
